,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9
17,thestancehelix,"Also wenn ich ne Rechnung von der KFZ Werkstatt erhalte und dort steht versehentlich Frau ..... drauf<br>juckt es mich wenig, zahle halt und fertig.",2021-08-06T22:35:58Z,3.0,0.0,,,,,
18,NOXIOUS RABBITS,Und ich fühle mich ab jetzt als Pinguin! Bitte respektiert das und ändert dementsprechend auch die deutsche Sprache.!,2021-08-06T14:24:06Z,4.0,0.0,,,,,
19,Mohamed Abubakr Abusaiaf,Auf welche 🚽 geht der die das es irgendwas? So wie es grad bock drauf hat? Heute hier und morgen da? Voll krank und so. Weiter so!,2021-07-31T16:54:49Z,0.0,1.0,,,,,
20,,"Warum soll es krank sein, auf die eine oder andere Toilette zu gehen? Viele sehr gesunde Menschen gehen sowohl auf Herren- als auch auf Frauentoiletten.",,,,dattel diskussion,"Warum soll es krank sein, auf die eine oder andere Toilette zu gehen? Viele sehr gesunde Menschen gehen sowohl auf Herren- als auch auf Frauentoiletten.",2021-10-08T17:47:00Z,2021-10-08T17:47:00Z,
21,mem,Bei dem PERX musste ich los.,2021-07-28T21:39:06Z,0.0,0.0,,,,,
22,Lisa w,Meine Pronomen sind hot/bitch,2021-07-28T07:48:52Z,1.0,0.0,,,,,
23,Liane Graber,"Ich finde es total traurig, dass dieses   Video weniger likes als dislikes hat. (Helft mir das zu ändern und teilt das Video mit Leuten von denen ihr glaubt Sie könnten es verstehen! SETZEN WIR EIN KLEINES ZEICHEN. Mehr likes als dislikes für dieses Video.) Da sieht man wie wenig Verständnis es für dieses Thema gibt. Ich als cis Frau finde das Thema mit der richtigen Ansprache auch schwierig und ich verstehe, dass viele Leute verunsichert sind von einem Thema das die vielleicht nicht verstehen. Aber nur weil man etwas nicht versteht heißt es nicht dass es für Leute die es erleben nicht schlimm ist (Also falsch angesprochen zu werden).",2021-07-27T11:18:46Z,3.0,0.0,,,,,
24,K4uspi,who is joe?<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>joe mama,2021-07-26T16:54:39Z,2.0,0.0,,,,,
25,Andrea Danielczyk,Schwachsinn....,2021-07-25T15:14:12Z,9.0,0.0,,,,,
26,andi_* 1150,"Leute macht die Augen auf!! Es scheint so als wären 90% aller NB Personen biologische Frauen 🚺. <br>Woran könnte es liegen dass gerade junge Frauen sich als NB identifizieren? Es liegt doch auf der Hand dass es ein Phänomen ist, das irgendwas mit der Rolle der Frau in der Gesellschaft zu tun hat, bzw mit den Erwartungen.<br>Es ist wirklich lächerlich was da abgezogen wird.",2021-07-23T18:37:53Z,2.0,0.0,,,,,
27,andi_* 1150,"Wir haben eindeutig den Punkt erreicht- die Spätrömische Dekadenz....<br>Nett, wie man versucht die Menschen umzuerziehen....",2021-07-23T18:09:18Z,3.0,1.0,,,,,
28,,Trifft es ganz gut.,,,,Querus robur,Trifft es ganz gut.,2021-10-05T19:05:44Z,2021-10-05T19:05:44Z,
29,Stefanie Sandkühler,"Ich kann mich in Jo&#39; s Lebensrealität nicht einfühlen,da sie weder trans- noch intersexuell ist.",2021-07-23T12:16:45Z,10.0,0.0,,,,,
30,Lisa Marie,Warum nicht einfach „es“?,2021-07-21T11:51:06Z,6.0,1.0,,,,,
31,,"viele menschen finden &quot;es&quot; abwertend, weil es üblicherweise für Objekte benutzt wird und damit objektifiziert.",,,,Schwarz und so,"viele menschen finden &quot;es&quot; abwertend, weil es üblicherweise für Objekte benutzt wird und damit objektifiziert.",2021-11-21T12:43:57Z,2021-11-21T12:43:57Z,
32,Eliønore Illustration,"Brainwashed.... irgendwie sehen diese non binären Menschen alle gleich aus, geschorene haare, meist gefärbt. Mir kommt es eher so vor als möchten diese Menschen aufallen und ganz besonders behandelt werden.... d.h auch die extrawürste mit den ganzen pronomen. In einer Kultur die dem Individualismus strebt, ist es oft schwierig zu akzeptieren dass wir im grunde genommen einfach alle die selben sind - all one - einfach Menschen. Wieso wenden wir uns so vom natürlichen ab. Ich bin sonst ein sehr offener mensch und versuche viele Weltbilder zu verstehen, aber das finde ich so absurd. <br>Dahinter steckt wahrscheinlich das Menschliche Bedürfniss sich einer Gruppe dazugehörig zu fühlen, aufzufallen (Anerkennung) und gemocht zu werden. <br>Die meisten kiddys befinden sich noch in einer selbstfindungsphase und sind daher generell sensibel für solche themen. Ich finde es einfach fatal das einem gesunden menschen verstand solch eine, als hipp vermarktete, geisteskrankheit verkauft wird....und wenn du das hinterfragst und nicht akzeptierst, bist du ein engstirniger mensch. <br>Seid mal ehrlich. Schaut euch mal die leute an, sehen die wirklich glücklich aus. Die meisten von denen leiden an depressionen, schlucken irgendwelche pillen....mir ähnelt das ganze binary zeugs eher dem phänomen einer gespaltenen persönlichkeit, das nun schön geschmückt in unserer gesellschaft polarisiert wird. <br><br>Wir haben uns schon so viele Schubladen errichtet die uns trennen, das thema ist nur wieder eine von vielen....",2021-07-13T15:55:01Z,0.0,0.0,,,,,
33,anne z,"ich finde es sehr traurig viele Kommentare zu lesen. Zum ersten mal wird jo hier wissentlich mehrmals missgendert unter einem Video das aufklären soll?!!!!! Es ist doch egal ob du es nicht nachvollziehen kannst, akzeptiere die person für ihre Entscheidungen und Gefühle, das kann doch nicht so schwer sein. Wenn man ein Baby  sieht fragt man ein Elternteil auch nach dem Geschlecht und benutzt dann die richtigen Pronomen/Namen. Warum soll sich das verändern, wenn man älter geworden ist? Natürlich ist es eine Umstellung aber man gewöhnt sich doch an alles, oder nicht? Es ist doch wundervoll eine Person glücklich zu machen oder gesehen werden zu lassen , indem man richtige Pronomen verwendet!",2021-07-05T22:56:05Z,1.0,0.0,,,,,
34,Sonja Langebroeker,"Xier oder ksier ist doch das Pronom für nicht binäre Menschen, steht sogar im Duden",2021-07-02T18:17:46Z,2.0,3.0,,,,,
35,,Diese Worte habe ich noch NIE irgendwo gehört!,,,,Beonura,Diese Worte habe ich noch NIE irgendwo gehört!,2021-07-12T18:21:21Z,2021-07-12T18:21:21Z,
36,,@Beonura ich auch erst vor zwei Wochen das erste Mal ;),,,,Sonja Langebroeker,@Beonura ich auch erst vor zwei Wochen das erste Mal ;),2021-07-14T08:22:00Z,2021-07-14T08:22:00Z,
37,,"Nein, das steht nirgends im Duden.",,,,dattel diskussion,"Nein, das steht nirgends im Duden.",2021-10-08T17:45:04Z,2021-10-08T17:45:04Z,
38,Sam Sung,Ich identifiziere mich als 65 Jahre und hätte dann jetzt gern meine Rente.,2021-07-01T06:57:46Z,14.0,1.0,,,,,
39,,Sam Sung...so isset!,,,,Noname noname,Sam Sung...so isset!,2022-01-16T19:43:51Z,2022-01-16T19:43:51Z,
40,Chri,Wieso eine doku zu Themen die an sich garnicht existieren the fuq,2021-06-30T12:56:23Z,3.0,1.0,,,,,
41,,"offensichtlich existieren sie, denn jo existiert. Du kannst jo schließlich da stehen sehen.",,,,Schwarz und so,"offensichtlich existieren sie, denn jo existiert. Du kannst jo schließlich da stehen sehen.",2021-11-21T12:51:37Z,2021-11-21T12:51:37Z,
42,LamiNalchor,"Absolut beruhigend, das Rating dieser Videos zu seheh.",2021-06-27T18:29:52Z,1.0,0.0,,,,,
43,Techno Tikum,Mein Herzensmensch hat sich nach neun Jahren Beziehung und einem gemeinsam Kind als nichtbinär geoutet. Für mich schön zu sehen dass sier nun ist wie sier schon immer im Inneren war.  Traut euch ihr selbst zu sein Leute &lt;3,2021-06-10T05:39:14Z,8.0,0.0,,,,,
44,Minimi Maximi,"Nicht er, nicht sie. ES.",2021-06-09T19:57:06Z,0.0,1.0,,,,,
45,,?,,,,Yona,?,2021-06-20T02:05:11Z,2021-06-20T02:05:11Z,
46,Ein Google Nutzer,Meine Frage wäre:&quot;Glaubst du es gibt nicht schlimmeres auf der Welt als sich nicht entscheiden zu können was man ist?Obwohl das eigentlich klar ist?,2021-06-08T12:54:53Z,2.0,0.0,,,,,
47,Mikadoavocado,"Leute bitte seid respektvoll in den Kommentaren. Aussagen wie „ich identifiziere mich als Kühlschrank“ oder so sind weder witzig noch cool und für trans * und nicht-binäre Menschen verletzend. Wenn ihr euch mit dem Geschlecht identifiziert, was euch bei Geburt zugewiesen wurde, cool, freut euch. Aber es ist eben nicht bei allen so. Und wenn die eigene Identität dauernd in Frage gestellt oder lächerlich gemacht wird kann das Menschen auf Dauer ziemlich fertig machen.",2021-06-05T04:03:52Z,20.0,17.0,,,,,
48,,"Cool nicht, witzig schon.",,,,Robin,"Cool nicht, witzig schon.",2021-06-08T20:33:45Z,2021-06-08T20:33:45Z,
49,,Non-binary Menschen die xier/xim oder son shit genannt werden wollen brauchen einfach etwas Aufmerksamkeit. Null Mitleid mit solchen Leuten,,,,Lisa w,Non-binary Menschen die xier/xim oder son shit genannt werden wollen brauchen einfach etwas Aufmerksamkeit. Null Mitleid mit solchen Leuten,2021-07-28T07:49:48Z,2021-07-28T07:49:48Z,
50,,Ich identifiziere mich als Kühlschrank,,,,Melisa,Ich identifiziere mich als Kühlschrank,2021-08-02T01:10:12Z,2021-08-02T01:10:12Z,
51,,@Melisa Ehrenschrank,,,,Tinan Rodza,@Melisa Ehrenschrank,2021-08-17T06:22:43Z,2021-08-17T06:22:43Z,
52,,"Identität kann nun Mal keine Tatsachen verdrängen. Das ist doch die Kritik der Leute. Du kannst dich als was auch immer identifizieren, aber das ändert nichts an der Tatsache, dass du trotzdem einem Geschlecht zugeordnet werden kannst.",,,,CrucioDG,"Identität kann nun Mal keine Tatsachen verdrängen. Das ist doch die Kritik der Leute. Du kannst dich als was auch immer identifizieren, aber das ändert nichts an der Tatsache, dass du trotzdem einem Geschlecht zugeordnet werden kannst.",2021-08-20T09:31:46Z,2021-08-20T09:45:28Z,
53,,"@CrucioDG Niemand zweifelt hier an, dass man Menschen, bis auf wenige Ausnahmen, biologisch gesehen klar als männlich oder weiblich einstufen kann. Es geht jedoch nicht um das biologische Geschlecht, sondern um die geschlechtliche Identität dieser Menschen. Keine Ahnung was daran so schwer zu verstehen ist 🤷🏼",,,,Tobias Groß,"@CrucioDG Niemand zweifelt hier an, dass man Menschen, bis auf wenige Ausnahmen, biologisch gesehen klar als männlich oder weiblich einstufen kann. Es geht jedoch nicht um das biologische Geschlecht, sondern um die geschlechtliche Identität dieser Menschen. Keine Ahnung was daran so schwer zu verstehen ist 🤷🏼",2021-10-29T23:10:58Z,2021-10-29T23:10:58Z,
54,,"@Tobias Groß Ja, es kann aber nicht sein, dass Schwachsinn, wie die Geschlechtsidenität das biologische Geschlecht verdrängt und damit fast schon ungültig macht.",,,,CrucioDG,"@Tobias Groß Ja, es kann aber nicht sein, dass Schwachsinn, wie die Geschlechtsidenität das biologische Geschlecht verdrängt und damit fast schon ungültig macht.",2021-10-30T10:30:02Z,2021-10-30T10:30:02Z,
55,,"@CrucioDG Da verstehst du was falsch. Die beiden stehen nicht in einem kausalen Zusammenhang. Warum denkst du, dass das biologische Geschlecht verdrängt wird?",,,,Tobias Groß,"@CrucioDG Da verstehst du was falsch. Die beiden stehen nicht in einem kausalen Zusammenhang. Warum denkst du, dass das biologische Geschlecht verdrängt wird?",2021-10-30T10:49:15Z,2021-10-30T10:49:15Z,
56,,"@Tobias Groß Wenn jemand biologisch ein Mann ist, jedoch denkt, er sei eine Frau, dann wird es als falsch angesehen, diesen weiterhin als Mann zu bezeichnen.",,,,CrucioDG,"@Tobias Groß Wenn jemand biologisch ein Mann ist, jedoch denkt, er sei eine Frau, dann wird es als falsch angesehen, diesen weiterhin als Mann zu bezeichnen.",2021-10-30T11:02:22Z,2021-10-30T11:02:22Z,
57,,@CrucioDG Okay ja und wo ist da das Problem?,,,,Tobias Groß,@CrucioDG Okay ja und wo ist da das Problem?,2021-10-30T11:08:47Z,2021-10-30T11:08:47Z,
58,,"@Tobias Groß Das Problem ist, dass er rein faktisch ein Mann ist und große Teile der Gesellschaft es als falsch sehen, ihn als das zu bezeichnen, was er tatsächlich ist.",,,,CrucioDG,"@Tobias Groß Das Problem ist, dass er rein faktisch ein Mann ist und große Teile der Gesellschaft es als falsch sehen, ihn als das zu bezeichnen, was er tatsächlich ist.",2021-10-30T11:50:31Z,2021-10-30T11:50:31Z,
59,,"@CrucioDG Ja klar ist er faktisch ein Mann, biologisch gesehen jedenfalls. Ebenfalls faktisch, fühlt er bzw sie sich jedoch als Frau. Und was ist nun wichtiger? Wie jemand sich fühlt oder wie jemand aussieht?",,,,Tobias Groß,"@CrucioDG Ja klar ist er faktisch ein Mann, biologisch gesehen jedenfalls. Ebenfalls faktisch, fühlt er bzw sie sich jedoch als Frau. Und was ist nun wichtiger? Wie jemand sich fühlt oder wie jemand aussieht?",2021-10-30T12:04:22Z,2021-10-30T12:04:22Z,
60,,"@Tobias Groß Weder das Eine, noch das Andere. Es gibt klare und wissenschaftliche Kriterien dafür, wie man ein Geschlecht bestimmen kann. Seien es die Chromosome, die Knochenstruktur, die Organe oder das Geschlechtsglied. Weder das Aussehen noch das subjektive Empfinden sollte über das Geschlecht bestimmen. Hierbei kann jedoch gesagt werden, dass in den MEISTEN Fällen das Aussehen ein klares Indiz für das jeweilige Geschlecht ist. Ausnahmen davon bilden Transpersonen, wo es eben kein Indiz für das eigentliche Geschlecht ist.",,,,CrucioDG,"@Tobias Groß Weder das Eine, noch das Andere. Es gibt klare und wissenschaftliche Kriterien dafür, wie man ein Geschlecht bestimmen kann. Seien es die Chromosome, die Knochenstruktur, die Organe oder das Geschlechtsglied. Weder das Aussehen noch das subjektive Empfinden sollte über das Geschlecht bestimmen. Hierbei kann jedoch gesagt werden, dass in den MEISTEN Fällen das Aussehen ein klares Indiz für das jeweilige Geschlecht ist. Ausnahmen davon bilden Transpersonen, wo es eben kein Indiz für das eigentliche Geschlecht ist.",2021-10-30T12:20:47Z,2021-10-30T12:20:47Z,
61,,"@CrucioDG Okay jetzt wiederholst du dich. Also nochmal, es geht hier nicht um das biologische Geschlecht! Die geschlechtliche Identität von Menschen hängt nicht von ihren Chromosomen oder ihren Geschlechtsteilen ab.",,,,Tobias Groß,"@CrucioDG Okay jetzt wiederholst du dich. Also nochmal, es geht hier nicht um das biologische Geschlecht! Die geschlechtliche Identität von Menschen hängt nicht von ihren Chromosomen oder ihren Geschlechtsteilen ab.",2021-10-30T13:49:52Z,2021-10-30T13:49:52Z,
62,,"@Tobias Groß Ja und ich sage, dass es die Existenz der geschlechtlichen Identität völlig egal ist und das biologische Geschlecht nicht verdrängen kann. Das biologische Geschlecht bestimmt, ob ich jemanden als Mann/Frau ansehe und ob ich &quot;sie&quot; oder &quot;er&quot; zu ihm sage.<br>Außerdem würde ich einfach Mal hinterfragen, ob sowas wie Geschlechtsidentität überhaupt existiert. Ich nehme an du bist ein Mann. Wie fühlt man sich so als Mann? Kannst du das beschreiben?",,,,CrucioDG,"@Tobias Groß Ja und ich sage, dass es die Existenz der geschlechtlichen Identität völlig egal ist und das biologische Geschlecht nicht verdrängen kann. Das biologische Geschlecht bestimmt, ob ich jemanden als Mann/Frau ansehe und ob ich &quot;sie&quot; oder &quot;er&quot; zu ihm sage.<br>Außerdem würde ich einfach Mal hinterfragen, ob sowas wie Geschlechtsidentität überhaupt existiert. Ich nehme an du bist ein Mann. Wie fühlt man sich so als Mann? Kannst du das beschreiben?",2021-10-30T14:12:25Z,2021-10-30T14:12:25Z,
63,,"@CrucioDG Kraft, Atorität, Dominanz Durchsetzungsstärke wären einige Begriffe die typischerweise mit Männlichkeit assoziiert werden. Nicht wenige davon treffen auf mich persönlich kaum bis gar nicht zu. Einige eher feminine Attribute (Hilfsbereitschaft, Kommunikationsfreudigkeit, Gutmütigkeit, Sensibilität, Empathie etc.) dagegen treffen umso mehr auf mich zu. Demnach weicht mein Verhalten und mein soziales Auftreten von dem der meisten Männer signifikant ab. <br>Ich fühle mich mit meinem biologischen Geschlecht und dem dazugehörigen Körper wohl. Mit dem was aufgrund meiner biologischen Männlichkeit von weiten Teilen der Gesellschaft von mir &quot;erwartet&quot; wird, damit hab ich mich schon immer etwas schwer getan und bin angeeckt. <br>&quot;Bloß nicht zu schwach wirken oder gar offen Gefühle zeigen, das machen doch nur Mädchen. In der Grundschule schief angeschaut werden, wenn&#39;s blöd läuft gemobbt werden, weil man lieber zusammen mit den Mädchen mit Puppen gespielt hat. Warum trägst du denn Nagellack, bist du schwul?&quot; Um mal einige Beispiele zu nennen. <br>Mir persönlich ist es gleichgültig mit welchem Pronomen oder welcher Anrede ich angesprochen werde. Andere Menschen dagegen stört und/oder verletzt dies jedoch schon. <br>Es ist letztendlich irrelevant wie du jemanden wahrnimmst, das lässt sich ja sowieso kaum ändern. Aber ist es wirklich zu viel verlangt solche Menschen mit jenen Namen, Pronomen etc. anzusprechen welche ihnen nicht unangenehm sind und von denen sie sich tatsächlich auch angesprochen fühlen?<br> <br>Du kannst es gerne anzweifeln. Das wird bloß nichts daran ändern, dass nach aktuellem wissenschaftlichen Konsens kein Zweifel an der Existenz sowie Vielschichitigkeit geschlechtlicher Identität besteht.",,,,Tobias Groß,"@CrucioDG Kraft, Atorität, Dominanz Durchsetzungsstärke wären einige Begriffe die typischerweise mit Männlichkeit assoziiert werden. Nicht wenige davon treffen auf mich persönlich kaum bis gar nicht zu. Einige eher feminine Attribute (Hilfsbereitschaft, Kommunikationsfreudigkeit, Gutmütigkeit, Sensibilität, Empathie etc.) dagegen treffen umso mehr auf mich zu. Demnach weicht mein Verhalten und mein soziales Auftreten von dem der meisten Männer signifikant ab. <br>Ich fühle mich mit meinem biologischen Geschlecht und dem dazugehörigen Körper wohl. Mit dem was aufgrund meiner biologischen Männlichkeit von weiten Teilen der Gesellschaft von mir &quot;erwartet&quot; wird, damit hab ich mich schon immer etwas schwer getan und bin angeeckt. <br>&quot;Bloß nicht zu schwach wirken oder gar offen Gefühle zeigen, das machen doch nur Mädchen. In der Grundschule schief angeschaut werden, wenn&#39;s blöd läuft gemobbt werden, weil man lieber zusammen mit den Mädchen mit Puppen gespielt hat. Warum trägst du denn Nagellack, bist du schwul?&quot; Um mal einige Beispiele zu nennen. <br>Mir persönlich ist es gleichgültig mit welchem Pronomen oder welcher Anrede ich angesprochen werde. Andere Menschen dagegen stört und/oder verletzt dies jedoch schon. <br>Es ist letztendlich irrelevant wie du jemanden wahrnimmst, das lässt sich ja sowieso kaum ändern. Aber ist es wirklich zu viel verlangt solche Menschen mit jenen Namen, Pronomen etc. anzusprechen welche ihnen nicht unangenehm sind und von denen sie sich tatsächlich auch angesprochen fühlen?<br> <br>Du kannst es gerne anzweifeln. Das wird bloß nichts daran ändern, dass nach aktuellem wissenschaftlichen Konsens kein Zweifel an der Existenz sowie Vielschichitigkeit geschlechtlicher Identität besteht.",2021-10-31T08:42:17Z,2021-10-31T08:42:17Z,
64,,"@Tobias Groß Das sind Eigenschaften, die mit Männlichkeit assoziiert werden, richtig. Aber die Frage, wie man sich als Mann denn fühlt, hast du unbeantwortet gelassen. Außerdem gibt es maskuline Frauen und feminine Männer. Geschlechtsumwandlung findet dabei nicht statt.<br>Der letzte Absatz deines Kommentars ist so nicht richtig. Es gibt mehr als genug Kontroversen in diesem Bereich. <br>Und man kann sich Pronomen nun Mal nicht aussuchen, da diese fest an dein biologisches Geschlecht gebunden sind. Nur weil es Leute gibt, die es stört, heißt es nicht dass die Gesellschaft ihr fundamentales Verständnis von Geschlecht zu ändern hat. Es gibt Leute, die stört ihre Größe, ihr Gewicht, ihr beruflicher Werdegang etc etc. Sollen die sich dann auch aussuchen können, welche Eigenschaften sie haben, obwohl sie diese objektiv nicht haben?",,,,CrucioDG,"@Tobias Groß Das sind Eigenschaften, die mit Männlichkeit assoziiert werden, richtig. Aber die Frage, wie man sich als Mann denn fühlt, hast du unbeantwortet gelassen. Außerdem gibt es maskuline Frauen und feminine Männer. Geschlechtsumwandlung findet dabei nicht statt.<br>Der letzte Absatz deines Kommentars ist so nicht richtig. Es gibt mehr als genug Kontroversen in diesem Bereich. <br>Und man kann sich Pronomen nun Mal nicht aussuchen, da diese fest an dein biologisches Geschlecht gebunden sind. Nur weil es Leute gibt, die es stört, heißt es nicht dass die Gesellschaft ihr fundamentales Verständnis von Geschlecht zu ändern hat. Es gibt Leute, die stört ihre Größe, ihr Gewicht, ihr beruflicher Werdegang etc etc. Sollen die sich dann auch aussuchen können, welche Eigenschaften sie haben, obwohl sie diese objektiv nicht haben?",2021-10-31T10:04:30Z,2021-10-31T10:07:41Z,
65,Lora BnH,Mann ist Mann und Frau ist Frau. Ich werde mich auf diesen Unsinn nicht einlassen.,2021-06-02T18:01:33Z,7.0,0.0,,,,,
66,dattel diskussion,"Die fortpflanzungsphysiologische Geschlechtszugehörigkeit ist bei allen hier genannten Personen völlig klar. Für wen oder was sich jemand hält, ist mir völlig egal. Keine Facette unseres Seins ist ein Sprechakt. Wieso sollte das beim Geschlecht anders sein?",2021-06-02T17:14:54Z,9.0,2.0,,,,,
67,,"Auch wenn du dich mit Jos Lebensrealität nicht identifizieren kannst, bleib doch bitte respektvoll gegenüber anderen Menschen und Perspektiven, dattel diskussion.",,,,WDR aktuell,"Auch wenn du dich mit Jos Lebensrealität nicht identifizieren kannst, bleib doch bitte respektvoll gegenüber anderen Menschen und Perspektiven, dattel diskussion.",2021-06-02T21:54:28Z,2021-06-02T21:54:28Z,
68,,"Ich identifiziere mich als äußerst respektvoll. Wieso denkst du, es stünde dir zu, das in Frage zu stellen?",,,,dattel diskussion,"Ich identifiziere mich als äußerst respektvoll. Wieso denkst du, es stünde dir zu, das in Frage zu stellen?",2021-06-10T06:08:31Z,2021-06-10T06:08:31Z,
69,Charon,Was eine kranke Welt!,2021-05-20T17:27:17Z,20.0,4.0,,,,,
70,,Da stimme ich dir zu,,,,TumaroPlayz ✓,Da stimme ich dir zu,2021-06-01T10:27:55Z,2021-06-01T10:27:55Z,
71,,"Hat damit nichts zutun ich finde es gut dass der Neandertaler Welt von früher keinen Platz mehr gegeben wird ,Leute mit so einer Meinung sind Evolutionsbremsen die Welt verändert sich so wie auch Menschen sich verändern die Zeit rennt immer mehr und ich denke es wird auch mal Zeit dass auch die Ewig gestrigen mal begreifen das dass eben eine neue Zeit ist .",,,,Ina_Mulleslow,"Hat damit nichts zutun ich finde es gut dass der Neandertaler Welt von früher keinen Platz mehr gegeben wird ,Leute mit so einer Meinung sind Evolutionsbremsen die Welt verändert sich so wie auch Menschen sich verändern die Zeit rennt immer mehr und ich denke es wird auch mal Zeit dass auch die Ewig gestrigen mal begreifen das dass eben eine neue Zeit ist .",2021-08-31T17:33:17Z,2021-08-31T17:33:52Z,
