,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9
198,Wilhelmine,"Ich werde seid der fünften Klasse Lou genannt, weil ich schon immer gespürt habe, dass ich irgendwie “anders“ bin. Damals war mir nich bewusst welches Geschlecht ich habe. Entweder Junge oder Mädchen, aber irgendwie war ich immer beides. Jetzt weiß ich seit längerem, dass der Begriff non binary ist. Ich bin einfach beides oder nichts. Genannt werde ich “sie“ weil ich biologisch ein Mädchen bin, aber das finde ich nich schlimm. Klos is scheiße, weil ich nich als Mädchen gesehn werden will",2018-03-07T23:37:35Z,16.0,0.0,,,,,
199,Sandwich,"Das Problem besteht nicht darin, dass diese Leute von sich sagen, dass sie sich nicht mit ihrem Geschlecht wohlfühlen. Es geht einfach darum, dass diese Thema einzig und allein für Leute wie sie ein Problem darstellt und rein psychisch ist. Das Geschlecht wird nicht zugewiesen sondern festgestellt und wer damit unzufrieden ist sollte lieber zu einem Psychiater gehen anstatt andere dazu zuzwingen da mitzuspielen.",2018-03-05T11:42:33Z,0.0,0.0,,,,,
200,Letsvibe,Aber warum wird man dann nicht einfach Trans wenn man nicht zufrieden ist 🤔,2018-03-04T21:14:07Z,1.0,1.0,,,,,
201,,"Naja, manche Nonbinary-Personen identifizieren sich als Trans, andere nicht, das ist Geschmackssache (manche nehmen sogar operative Maßnahmen in Anspruch). Trans bedeutet aber nicht nur Weiblich zu Männlich, Männlich zu Weiblich, sondern einfach die Abweichung der eigenen Indentifikation mit dem biologischen Geschlecht.",,,,Lochiness,"Naja, manche Nonbinary-Personen identifizieren sich als Trans, andere nicht, das ist Geschmackssache (manche nehmen sogar operative Maßnahmen in Anspruch). Trans bedeutet aber nicht nur Weiblich zu Männlich, Männlich zu Weiblich, sondern einfach die Abweichung der eigenen Indentifikation mit dem biologischen Geschlecht.",2021-01-10T19:39:58Z,2021-01-10T19:39:58Z,
202,Mariella Rosalia 💗,"Ich denke, dass es eine Psychische Störung ist. Was meint ihr?",2018-03-03T08:02:51Z,6.0,0.0,,,,,
203,Felikeks2,"An der Hochschule München gibt es eine genderneutrale Toilette was ich ziemlich cool finde obwohl ich mich absolut als Frau fühle. Ich kann das nicht nachempfinden wie es sich anfühlt, aber ebenso weiß ich nicht wie sich ein schizophrener fühlt. Ich gehe trotzdem oft auf diese Toilette weil es mich nicht stört und weil sie meistens am nächsten an meinem Vorlesungsraum ist 😂",2018-02-28T10:08:52Z,0.0,0.0,,,,,
204,"Lalu, die Hauselfdame",Verstehe ich das jetzt richtig? <br>Sie ist ein Mensch der weder Frau noch Mann ist bzw sich nicht als Frau bzw Mann fühlt?,2018-02-21T01:04:25Z,5.0,1.0,,,,,
205,,Ganz genau.,,,,Auf Klo,Ganz genau.,2018-02-22T13:48:42Z,2018-02-22T13:48:42Z,
206,itslikerufus,Super gemacht! danke für das tolle q and a 🌈,2018-02-16T22:14:05Z,1.0,0.0,,,,,
207,politikfueruns,Tolles Video.....Ich bin kein Stückchen schlauer als beim letzten Video. Es ist einfach exakt dasselbe gesagt worden. Wieso dann dieses Video? Unnötig.,2018-02-13T12:06:04Z,0.0,0.0,,,,,
208,natofreak93,"Degenerierte Gesellschaft.<br>Es gibt nur 2 Geschlechter, Mann und Frau.",2018-02-08T12:24:57Z,6.0,3.0,,,,,
209,,"Es gibt biologisch gesehen 3 Geschlechter. Mann, Frau und Zwitter. Und sozusagen &#39;Geistig&#39; gibt es ca. 76 Geschlechter.",,,,JaquIsaa,"Es gibt biologisch gesehen 3 Geschlechter. Mann, Frau und Zwitter. Und sozusagen &#39;Geistig&#39; gibt es ca. 76 Geschlechter.",2018-05-25T11:55:23Z,2018-05-25T11:55:23Z,
210,,@JaquIsaa ich hab eben unter so einem video gesehen amk da waren irgendwie 70 tausend Geschlechter die menschen sind durch,,,,Resho_,@JaquIsaa ich hab eben unter so einem video gesehen amk da waren irgendwie 70 tausend Geschlechter die menschen sind durch,2020-06-05T04:46:42Z,2020-06-05T04:46:42Z,
211,,"@Resho_ es sind nur Labels, das alles ist ein Spektrum. So wie auch niemand 100% männlich/weiblich ist (Biologie ausgeschlossen), sind manche eben noch näher an der Mitte als die meisten.",,,,Lochiness,"@Resho_ es sind nur Labels, das alles ist ein Spektrum. So wie auch niemand 100% männlich/weiblich ist (Biologie ausgeschlossen), sind manche eben noch näher an der Mitte als die meisten.",2021-01-10T20:23:00Z,2021-01-10T20:23:00Z,
212,Fallen German,Was man sich alles ausdenken kann.,2018-02-07T23:47:26Z,1.0,0.0,,,,,
213,felix irgendwas,"Wenn du dich nicht weiblich fühlst, ist das völlig ok und es ist völlig in Ordnung gegen Stereotype zu vorzugehen. <br>Geschlecht ist jedoch ein fest definierter Begriff, der sich nicht nach deinem gefühl oder gewohnheiten richtet, sondern durch deine Genetik und den damit verbundenen primären und sekundären Geschlechtsmerkmalen (Penis/Hoden und Vagina/Brüste) bestimmt wird. Fühlst du dich eher männlich (oder gar keiner Geschlechteridentität zugehörig), stehst du damit sicherlich nicht alleine da (das geben auch Studien her), aber das macht dich nicht zu etwas anderem. Ebenso wenig, wie es mich zu einem Koala macht, wenn ich jeden Tag auf Bäumen sitze und Eukalyptus futtere, ich kann dann zwar sagen ich fühle mich nicht so menschlich, wie andere und das kann dann auch niemand widerlegen, JEDOCH macht mich das noch nicht zu einem Koala. <br>Des weiteren sind auch Begriffe wie Homosexualität etc. gut definiert und zu sagen, du solltest &quot;labels&quot; einfach zu benutzen wie du es für richtig hälst, bringt leider niemananden weiter... ich kann zwar sagen ein Haus wär ein Auto, dennoch bleibt es ein Haus und gleichzeitig wird niemand mehr wissen was ich eigentlich meine, wenn ich immer von Autos rede, aber tatsächlich Häuser meine, was nur zu sehr viel Verwirrung führt. <br>Wir können Wörter so viel umdefnieren, wie wir wollen und uns neue ausdenken, die Realität wird es dennoch nicht verändern. <br>Zu sagen Freunde, die dir dann diese Realität mitteilen, indem sie dir einfach nur sagen, dass du eine Frau bist, hat nichts damit zu tun, dass sie keine echten Freunde sind. Ganz im Gegenteil echte Freunde sagen dir nämlich auch dann die Wahrheit, wenn es mal weh tut, weil du ihnen wichtiger bist, als die Harmonie zwischen euch oder sogar die Freundschaft selbst. Leute hingegen die immer ja und Amen zu allem sagen, selbst wenn du erzählst, du wärst ein Koala, sind dumme Nickesel, die dich, wenn es hart auf hart kommt, in deinem Leben keinen millimeter weiterbringen.<br>Das hört sich vielleicht harsch an und das tut mir leid, aber so ist es nun einmal.",2018-02-07T14:16:18Z,5.0,0.0,,,,,
214,Saskia Vivien,Aber fühlst du dich jetzt als Frau oder als Mann oder empfindet man das man nichts von den beiden ist.. ich verstehe das nicht ganz,2018-01-25T21:20:48Z,0.0,1.0,,,,,
215,,"Manche fühlen sich wie beides, manche wie gar nichts, andere wie was dazwischen und wieder andere eher weiblich/eher männlich .... Deswegen ist der Begriff nicht-binär am besten. Labels sind am Ende nur eine Stütze für etwas, das ziemlich durchwachsen, komplex und individuell ist.",,,,Lochiness,"Manche fühlen sich wie beides, manche wie gar nichts, andere wie was dazwischen und wieder andere eher weiblich/eher männlich .... Deswegen ist der Begriff nicht-binär am besten. Labels sind am Ende nur eine Stütze für etwas, das ziemlich durchwachsen, komplex und individuell ist.",2021-01-10T19:46:38Z,2021-01-10T19:46:38Z,
216,doomsday,Sowas wie diese Person kommt heraus wenn man den ganzen Tag mit Gehirnwäsche indoktriniert wird und in dieser sozialistischen dekadenten  Linksversifften Welt zuviel Zeit zum Nachdenken hat.<br>Es wird wirklich Zeit das irgendwas passiert und die Menschen sich wieder auf Elementare Dinge zurückbesinnen.,2018-01-25T17:25:12Z,7.0,0.0,,,,,
217,Sleepy Ashe Servamp,"Geschlechter sind äussere Merkmale. Hast du Weibliche Merkmale bist du eine Frau,  hast du männliche Merkmale bist du ein Mann und hast du sowohl als auch bist du ein Zwitter. Diese Einteilung dient in der Geselschaft hauptsächlich dazu zu differenzieren welche Körperlichen Grundvorraussetzungen ein Mensch hat bzw zu was er in der lage ist. Zu dem ist es in Manchen situationen z.b. Verbrechen hilfreich weil man den täter vllt schon in einen dieser Stereotypen einordnen kann. Dementsprechend ist die einordnung von gefühlen in Geschlechtern irrelevant. Das einordnen von Gefühlen in diese Stereotypen z.B. was man als typisch Weiblich ansieht oder als typisch männlich, ist ein verzweifelter versuch von uns Menschen, etwas wie Gefühle und Charaktereigenschaften, was man in keine Schublade einordnen kann, weil es so viele verschiedene Persönlichkeiten gibt wie Menschen auf der Welt, dass der Mensch damit einfach nicht klar kommt. In eine für ihn logische Reihenfolge zu bringen, womit er leben kann. Dementsprechend passt keiner wirklich bis garnicht in einer von diesen beiden Sterotypen, also ist es ganz normal sich nicht mit diesen identifizieren zu können. Mann könnte auch sagen alle Menschen sind demnach Non-Binary. <br><br>Dies ist meine Meinunng zu diesen Beitrag :-)<br>(Für falsche Rechtschreibung oder Kommasetzung übernehme ich keine haftung. xD)",2018-01-17T01:33:01Z,0.0,0.0,,,,,
218,Laura,"Und wieso genau kann sie sich nicht mit ihrem “zugewiesenen“ Geschlecht identifizieren? Sie erfüllt viele Frauen-Klischees. Mag sie also ihren Körper nicht; ihre weiblichen Geschlechtsmerkmale? Oder geht es um Geschlechterrollen? Ich war noch nie so verwirrt. Jeder Mensch hat doch seine Persönlichkeit unabhängig des biologischen Geschlechts (abgesehen mal von Hormonen) Ich bin beispielsweise eine Frau, trage Männer Klamotten wie es mir passt, zocke, hasse pink, wenn die Frauentoilette überfüllt ist, gehe ich halt zu den Männern und und und. Ich könnte jetzt hundert Dinge aufzählen die anscheinend mein Geschlecht anzweifeln. Soll ich damit jetzt auch non binary sein? Ich versteh&#39;s wirklich nicht. Ich bin eine Frau... Punkt. Meine Persönlichkeit bestimmen nicht meine Chromosomen. Mein Gehirn platzt gleich.",2018-01-12T00:31:46Z,0.0,0.0,,,,,
219,L T,"Anna du bist wahrscheinlich ein netter Mensch und auch  wahrscheinlich eine biologische Frau.Dein Gefühl ändert nichts daran dass du eine Frau bist.Eine Frau zu sein bedeutet nicht dass du dich feminin verhalten musst .Ich bin männlich, schminke mich und habe lange haare ,von weiteren seh ich aus wie ne Frau .Es gibt einen Unterschied zwischen Geschlechterrolen und Geschlecht .Non Binäry gibt es biologisch nicht .",2018-01-04T21:17:54Z,146.0,7.0,,,,,
220,,Lord-Protector of the Vale stimmt zwar schon aber es gibt nicht nur xy oder xx sondern auch xxy usw,,,,miri blum,Lord-Protector of the Vale stimmt zwar schon aber es gibt nicht nur xy oder xx sondern auch xxy usw,2019-05-02T17:51:02Z,2019-05-02T17:51:02Z,
221,,Danke,,,,Anna M,Danke,2019-05-06T11:45:35Z,2019-05-06T11:45:35Z,
222,,Ihr 3 seid richtige Opfer,,,,Mr Green,Ihr 3 seid richtige Opfer,2019-05-08T07:33:05Z,2019-05-08T07:33:05Z,
223,,"@miri blum haben aber trotzdem einen Penis oder Vagina, oder in wenigen Fällen beides",,,,andi_* 1150,"@miri blum haben aber trotzdem einen Penis oder Vagina, oder in wenigen Fällen beides",2020-02-02T23:26:06Z,2020-02-02T23:26:06Z,
224,,"Gibt es biologisch, da es im Gehirn stattfindet.",,,,Mika Heartcore,"Gibt es biologisch, da es im Gehirn stattfindet.",2020-03-03T01:38:48Z,2020-03-03T01:38:48Z,
225,,@miri blum gibt es höchstens in paar reimen,,,,Resho_,@miri blum gibt es höchstens in paar reimen,2020-06-05T04:27:04Z,2020-06-05T04:27:04Z,
226,,M ichaaa hdf,,,,Lisa w,M ichaaa hdf,2020-10-08T06:53:39Z,2020-10-08T06:53:39Z,
227,Gül Al,"&quot;non-binary&quot; my ass. gerade lisa als psychologiestudentin müsste doch auffallen, dass anna kompletten bullshit redet",2018-01-01T21:47:03Z,3.0,3.0,,,,,
228,,Du redest gerade kompletten bullshit. Wir sind im 21. Jahrhundert. Guys werdet mal vernünftiger. uff.,,,,JaquIsaa,Du redest gerade kompletten bullshit. Wir sind im 21. Jahrhundert. Guys werdet mal vernünftiger. uff.,2018-05-25T11:57:54Z,2018-05-25T11:57:54Z,
229,,Ich studiere auch Psychologie und JA sie redet Schwachsinn. Die Dame benötigt eine Therapie und kein drittes Geschlecht. 😂,,,,Le lovely,Ich studiere auch Psychologie und JA sie redet Schwachsinn. Die Dame benötigt eine Therapie und kein drittes Geschlecht. 😂,2018-06-13T17:52:25Z,2018-06-13T17:52:25Z,
230,,@Le lovely Geschlechtsidentitäten sind ein Spektrum .-.,,,,Lochiness,@Le lovely Geschlechtsidentitäten sind ein Spektrum .-.,2021-01-11T09:02:12Z,2021-01-11T09:02:12Z,
231,.•*JoMaelle*•.,"Vielleicht kann man es einfach nur besser !nachvollziehen!, wenn man als (nehmen wir jetzt mal an) heterosexuell gepolter Mann geboren wirst und auch nie das Bedürfnis hattest und auch weisst das du es nie haben wirst beispielsweise sich als eine Frau zu fühlen... wenn man es dir plötzlich gesellschaftlich aufzwingen würde. Das könntes du auch nicht. Man würde es nicht verstehen und möchte es genau so auch nicht...",2017-12-28T23:48:26Z,0.0,0.0,,,,,
232,PiWiPi,"Wisst ihr warum dieses Thema so kontrovers ist? Weil es total bescheuert/unnötig ist und zeigt wie verwöhnt wir in unserer ersten Welt eigentlich sind.<br><br>Klar, ich kann verstehen, dass man sich nicht wie ein bestimmtes Geschlecht fühlt, das toleriere ich auch.<br><br>Aber wenn man vom Geschlecht spricht geht es einem doch sowieso nur ums biologische. Wenn dein biologisches Geschlecht eine Frau ist, dann ist das die Information die mich interessiert und nicht wie als was du dich identifizierst. Und dementsprechend spreche ich dann auch von einer „sie“ und nicht von einem „er“ weil diese Begriffe komplett vom biologischen Geschlecht abhängig sind und nichts mit dem zu tun haben, wie als was du dich identifizierst. Wenn du zum Arzt gehst und dir speziell Medikamente für dein Geschlecht verschreiben lässt, lässt du dir das ja auch für dein biologisches Geschlecht verschreiben und nicht für das, als was du dich identifizierst.<br><br>Frauen holen sich ja als Verhütungsmittel ja auch die Pille und keine Kondome .-.<br><br>Die Sache ist, dass wenn ich weiß, dass jemand männlich ist (biologisch) weiß ich nur sein biologisches Geschlecht. Wie sich er letzendlich verhält (aufgrund seines „selbstidentifizierten“- Geschlecht) ist für mich gänzlich unerheblich. Das Verhalten dieser Person wirkt sich zwar darauf aus, ob ich diese Person mag oder nicht, die Information, ob diese Person sich jedoch als was anderes identifiziert, als was sie ist, ändert daran nichts.<br><br>Was ich damit ausdrücken will ist, dass das „selbstidentifizierte“-Geschlecht total unnötig ist. Das einzig wichtige Geschlecht ist das biologische, wenn ihr z.B. zum Arzt geht oder aufs Klo.<br><br>Das „selbstidentifizierte“-Geschlecht ist eure Sache, in Deutschland habt ihr die Möglichkeit eure Persönlichkeit frei zu entfalten, d.h. ob ihr euch wie eine Frau oder ein Mann verhält interessiert die wenigsten und wird wohl auch jeder tolerieren (müssen). Aber dann nicht als Frau angesprochen werden zu wollen, wenn ihr eindeutig erkennbar biologisch gesehen eine Frau seid, muss nicht und sollte auch nicht toleriert werden.<br><br>Wenn ich meinen Mini Cooper wie ein Ferrari lackieren lasse steht ja auf dem Fahrzeugschein auch nicht Ferrari drauf. Meinetwegen kann ich mich ja so verhalten, wie als wäre es ein Ferrari, aber wenn ich zur Werkstatt gehe ist diese Information, für was ich das Auto halte komplett unnütz, sondern nur was es ist (ein Mini Cooper).<br><br>Oder ich bin z.B. männlich. Würde ich mich jetzt für einen Kampfhubschrauber halten, dann ist das mein Ding. Wie gesagt, ich kann mich verhalten wie einer, wenn keine Schäden dabei entstehen kann ich meine Persönlichkeit entfalten. <br><br>Aber das, für was ich mich halte ist komplett unabhängig von dem, was ich bin.<br><br>Nochmal zusammengefasst:<br>Das biologische Geschlecht ist euer Geschlecht. Für was ihr euch haltet ist eine andere Sache. Nur weil ihr vom Stereotyp eures biologischen Geschlechtes abweicht, heißt es noch lange nicht, dass ihr ein anderes Geschlecht seid. Und im Alltag ist euer Geschlecht eigentlich sowieso so unwichtig, dass es, wenn es denn wichtig wird (z.B. Arzt, Klo etc.), sowieso nur das biologische Geschlecht relevant ist. Das „selbstidentifizierte“-Geschlecht sagt nur aus, als was ihr euch letzendlich verhaltet oder wie euer Gemütszustand ist, aber das ist bei jeder Person sowieso anders, egal welches Geschlecht, deswegen ist dieses „selbstidentifizierte“-Geschlecht auch total unnötig. Es hat einfach keinen Nutzen.<br><br>P.S: Schlimm wie oft ich ausführen musste ob es sich ums biologische Geschlecht oder nicht handelt. Unter mehreren Geschlechtsarten zu unterscheiden bringt nur Last und hat wie gesagt, keinen Nutzen...",2017-12-27T10:26:09Z,0.0,0.0,,,,,
233,ObatolceTV,"Entschuldigung, aber man ist nicht &quot;Non-Binary&quot;, wenn einem objektiv ein binäres Geschlecht zugewiesen werden kann. Diese Person ist offensichtlich eine Frau. <br>Man kann sich auch nicht als 15-jährig identifizieren, wenn man in Wirklichkeit 85 ist.<br>Bei den kruden Theorien, die hier verbreitet werden, frage ich mich ja, wann ihr mal einen Holocaustleugner einladet. Das wäre etwa auf dem gleichen wissenschaftlichen Niveau.",2017-12-21T00:07:12Z,21.0,2.0,,,,,
234,,Alter....,,,,Mika Heartcore,Alter....,2020-03-03T01:44:19Z,2020-03-03T01:44:19Z,
235,,Also ich bin dunkelheutig und fett und fühle mich als ein weißer durchtrainierter mann der 300 kilos stämmen kann,,,,Resho_,Also ich bin dunkelheutig und fett und fühle mich als ein weißer durchtrainierter mann der 300 kilos stämmen kann,2020-06-05T04:26:11Z,2020-06-05T04:26:11Z,
236,zimtkopfliest,"Danke für diesen Beitrag - ich habe nun begonnen, die Kommentare unter diesem Video zu lesen und breche das jetzt ab, nicht überraschend, aber doch immer wieder krass.<br>Ich finde es auch sehr wertvoll, dass Du etwas über Outings gesagt hast und dass das nichts zwangsläufig in jeder queere Biografie passieren muss, um eine &quot;gute non-binäre Person zu sein&quot;. <br><br>An die Person, die spricht:<br>Ich würde mich arg über eine Nachricht von Dir freuen, wenn Du magst - ich bin genderqueer.",2017-12-19T19:48:51Z,4.0,1.0,,,,,
237,,Danke für deinen Kommentar und dass dich die respektlosen Wortbeiträge nicht stumm gemacht haben! 💖,,,,Auf Klo,Danke für deinen Kommentar und dass dich die respektlosen Wortbeiträge nicht stumm gemacht haben! 💖,2017-12-20T09:39:47Z,2017-12-20T09:39:47Z,
238,Nejla Smajlovic,Was für ein Schwachsinn...,2017-12-16T13:12:20Z,1.0,0.0,,,,,
239,RETiON,Also können irgendwelche Perverslinge jetzt legal auf die Damentoilette gehen?,2017-12-15T22:59:33Z,5.0,5.0,,,,,
240,,RETiON dachte ich mir auch gerade 😂,,,,ShadesofP!nk,RETiON dachte ich mir auch gerade 😂,2017-12-22T17:10:23Z,2017-12-22T17:10:23Z,
241,,"RETiON <br>Oder diese Perverslinge, können dann auch in die Frauenumkleide, weil sie sich ja als Fraue fühlen, obwohl sie männlich aussehen. <br>Sehr spannend",,,,Beccstar,"RETiON <br>Oder diese Perverslinge, können dann auch in die Frauenumkleide, weil sie sich ja als Fraue fühlen, obwohl sie männlich aussehen. <br>Sehr spannend",2018-02-18T08:22:01Z,2018-02-18T08:22:01Z,
242,,"RETiON ich bin kein Perversling, ich bin lediglich eine Stechbiene und die Arbeiter von denen sind ja bekanntlich weiblich",,,,Quinn,"RETiON ich bin kein Perversling, ich bin lediglich eine Stechbiene und die Arbeiter von denen sind ja bekanntlich weiblich",2018-03-03T10:14:40Z,2018-03-03T10:14:40Z,
243,,"Beccstar Rüdiger- 44, 150kg, mehr Haare am Bauch als aufm kopf, schminkt sich jetzt, nennt sich Gisela und filmt gerne andere Frauen in der umkleide :)",,,,RETiON,"Beccstar Rüdiger- 44, 150kg, mehr Haare am Bauch als aufm kopf, schminkt sich jetzt, nennt sich Gisela und filmt gerne andere Frauen in der umkleide :)",2018-03-03T14:32:51Z,2018-03-03T14:32:51Z,
244,,RETiON <br>Korrekt.,,,,Beccstar,RETiON <br>Korrekt.,2018-03-04T09:40:00Z,2018-03-04T09:40:00Z,
245,SteDi,Also ich persönlich empfinde mich selbst als Apache Kampfhelikopter und wer was dagegen sagt ist ein Hater und nichts weiter.,2017-12-11T21:56:25Z,6.0,0.0,,,,,
246,kjul,"Klar, ab heute frage ich jede Person vor jedem Gespräch erstmal nach ihren Pronomen, wtf :D",2017-12-10T21:04:57Z,1.0,1.0,,,,,
247,,Tut das denn weh?,,,,Mahrocs Universum,Tut das denn weh?,2021-03-13T23:33:05Z,2021-03-13T23:33:05Z,
248,Hans Rudel,"Ich wage mal zu behaupten, dass sich niemand so wirklich mit seinem biologischen Geschlecht identifiziert, es aber Sinn macht, die biologischen Komponenten nicht ganz außer Acht zu lassen.<br>Ich merke schon, dass viele Menschen das strenge Bedürfnis haben, obwohl sie komplett durchschnittlich sind, sich irgendwie für etwas Besonders zu halten.<br>Als biologischer Mann fand ich viele Interessen, die biologischen Frauen zugeschrieben werden, reizvoller und ich sah noch nie die Notwendigkeit, mir deshalb eine eigene Identität zuzuschreiben.",2017-12-08T15:50:09Z,2.0,0.0,,,,,
249,Caro,"Es gibt Mann, Frau, Zwitter. Und Trans, aber diese sind ja auch entweder Mann oder Frau. Das sind zwei biologische Geschlechter. (Zwitter sind ja beides zugleich). Das Innenleben hat damit nichts zu tun, klar. Jeder von uns wurde/ wird anders erzogen und hat ein eigenes Leben. Die Einflüsse sind somit auch höchst unterschiedlich. Jeder fühlt sich im Inneren anders. Muss man dieses Innenleben als drittes Geschlecht ansehen? Nein. Denn fast jeder von uns identifiziert sich als &quot;Ich&quot;. Ich verstehe, dass Menschen nicht in Kategorien eingeteilt werden wollen, aber dieses Non Binary ist eine eigene Kategorie geworden. Viel besser wäre es doch ohne dritte, vierte etc. Kategorie! <br>Zudem muss ich mal loswerden, dass ich nie Probleme hatte, habe als Kind mit Puppen, Barbies und Lego gespielt. Habe gekämpft, gerauft und hatte eine Schminkpuppe. ;) So schlimm ist es nicht, wie es dargestellt wird. Und meine Güte, wenn man mal bestimmte Erwartungen an eine Frau oder einen Mann hat, geht die Welt nicht unter! ;)",2017-12-06T22:50:54Z,0.0,1.0,,,,,
250,,"Sozusagen hast du recht. Aber manche Menschen können sich damit nicht zufrieden geben. Und haben sozusagen eine leere Lücke in ihren Köpfen die sie ohne Agender, Genderqueer usw. nicht füllen können.",,,,JaquIsaa,"Sozusagen hast du recht. Aber manche Menschen können sich damit nicht zufrieden geben. Und haben sozusagen eine leere Lücke in ihren Köpfen die sie ohne Agender, Genderqueer usw. nicht füllen können.",2018-05-25T12:07:37Z,2018-05-25T12:07:37Z,
251,Lisa Marie,"Ich checks nicht xD Wenn sie ein Zwitter wäre, würde ich es verstehen...aber sie ist nun mal biologisch eindeutig eine Frau 🤷",2017-12-02T20:29:55Z,1.0,0.0,,,,,
252,Sarah Michel,"Würde auch umständlich werden ein Männerklo zu besuchen, wenn nur noch die Pissoirs frei sind...",2017-11-30T16:40:33Z,2.0,0.0,,,,,
253,Μαrco Balz,Lass uns doch ethnische Toiletten einführen. Gabs alles schon? Ist intolerant? Na da fühlt sich wohl jemand unwohl mit anderen seines Geschlechtes aufgrund seiner persönlichen Wahrnehmung seiner eigenen Ideologie aufs klo zu gehen und redet von Toleranz die man von den anderen erwartet dieser Ideologie gegenüber? Ahja,2017-11-30T07:30:00Z,1.0,0.0,,,,,
254,Μαrco Balz,"Darf man fragen wo das Problem ist eine Toilette zu benutzen die dem körperlichen Geschlecht entspricht? Ist es so dramatisch als Mann oder Frau eine geschlechtspezifische Toilette zu benutzen? Und wieso, wenn die körperlichen Geschlechtsmerkmale vorhanden sind, sollte man jegliche Zuweisung leugnen. Wenn es das psychische Problem desjenigen ist nicht mit anderen Männern oder Frauen auf die Toilette zu gehen. Liegt doch das Problem in der Psyche des Betroffenen und nicht in der Allgemeinheit.Braucht es also Toiletten für jeden persönlichen Geschmack? Das liese sich ja endlos erweitern. Lass uns ungeschlechtliche Farben typisieren.Darf sich mein sohn nicht für blau entscheiden weil er sich als junge fühlt?und muss sich rechtfertigen?oder ist es besser ihm rosa zu kaufen weil hey, rosa tragen ja auch jungs.und diese typisierung geht ja wohl gar nicht. Weiß nicht wie die körperbehinderten schauen wenn ich deren Parkplatz nehme weil ich mich halt auch körperlich beeinträchtigt fühle. Oder nehmen wir die mutter kind parkplätze weg. Weil ich mich als Kleinkind fühle und meine Frau das auto fährt. Und ne Mutter mit 3Kids muss meine Psyche ausbaden wenn se den dann am anderen Ende parken darf.",2017-11-30T07:23:52Z,0.0,1.0,,,,,
255,,"... eben ! Das frage ich mich auch. <br>Äußerlich eine Frau - Damentoilette - welche Probleme ???<br>Selbst wenn sie sich selber nicht als Frau empfindet, ist das in diesem Fall auf der Damentoilette doch egal ?<br>Das ist ja nur ein WC - kein Datingportal.",,,,sunnymas,"... eben ! Das frage ich mich auch. <br>Äußerlich eine Frau - Damentoilette - welche Probleme ???<br>Selbst wenn sie sich selber nicht als Frau empfindet, ist das in diesem Fall auf der Damentoilette doch egal ?<br>Das ist ja nur ein WC - kein Datingportal.",2017-12-01T15:09:11Z,2017-12-01T15:11:33Z,
256,Kiki Burg,"wenn ich, als biologische frau, morgen sagen kann ich identifiziere mich nicht mehr als solche sondern als was anderes, und das wäre ja so normal und die gesellschaft müsse das akzeptieren, kann ich dann auch morgen sagen dass ich mich nicht mehr als weiße identifiziere sondern als schwarze? oder dass ich nicht 21 bin sondern 61 weil ich mich (aus welchem grund auch immer) so fühle? wenn es beim thema geschlechtsidentität ausreicht dass ich was bestimmtes &quot;fühle&quot; dann sollte das doch auch beim thema ethnie oder alter toleriert werden oder nicht?",2017-11-29T22:13:10Z,26.0,4.0,,,,,
257,,Ja schon aber das mit der Hautfarbe ist nicht sehr schön formuliert weiße und schwarze haut macht keinen unterschied in der persönlichkeit das klingt rassistisch von dir wenn es nicht rassistisch gemeint ist formuliere es bitte anders oder lasse es weg danke 😊,,,,Ley,Ja schon aber das mit der Hautfarbe ist nicht sehr schön formuliert weiße und schwarze haut macht keinen unterschied in der persönlichkeit das klingt rassistisch von dir wenn es nicht rassistisch gemeint ist formuliere es bitte anders oder lasse es weg danke 😊,2020-08-05T19:21:41Z,2020-08-05T19:21:41Z,
258,,@Ley was genau klingt daran rassistisch?,,,,Asf Erfg,@Ley was genau klingt daran rassistisch?,2021-01-24T00:43:14Z,2021-01-24T00:43:14Z,
259,,Weils hier um Persönlichkeit geht und eine weiße Frau ist genau so wie eine schwarze... und das habe ich auch so in meinem kommi geschrieben ☺,,,,Ley,Weils hier um Persönlichkeit geht und eine weiße Frau ist genau so wie eine schwarze... und das habe ich auch so in meinem kommi geschrieben ☺,2021-01-24T12:12:11Z,2021-01-24T12:12:11Z,
260,,"@Ley das ist Nonsens. Es wurde lediglich behauptet, dass die Hautfarbe sich nicht wegfühlen lässt. Das ist nicht rassistisch und die Brücke zur Persönlichkeit erschließt sich mir auch nicht",,,,Asf Erfg,"@Ley das ist Nonsens. Es wurde lediglich behauptet, dass die Hautfarbe sich nicht wegfühlen lässt. Das ist nicht rassistisch und die Brücke zur Persönlichkeit erschließt sich mir auch nicht",2021-01-24T14:37:54Z,2021-01-24T14:37:54Z,
261,Whatever M.,Man sieht ihr an dass sie psychisch krank ist lass dich medikamentös behandeln,2017-11-29T18:15:38Z,0.0,0.0,,,,,
